,title,type
4847,Report actual EOF character instead of assuming Ctrl-D,6
4848,Make PYLONG_BITS_IN_DIGIT always available to non-core extensions,6
4849,FAIL: test_longdouble (ctypes.test.test_callbacks.Callbacks) [SPARC/64-bit],5
4850,doctest _load_testfile function -- newline handling seems incorrect,5
4852,"multiprocessing example ""pool of http servers "" fails on windows",5
4853,pathlib glob ignores trailing slash in pattern,5
4854,Write better test for SSLContext.load_verify_locations,6
4855,asynchat's handle_error inconsistency,5
4856,Make subprocess handling text output with universal_newlines more obious,6
4857,int() docstring - unclear what number is,6
4858,ipaddress module accepts octal formatted IPv4 addresses in IPv6 addresses,5
4859,webbrowser.py add parameters to suppress output on stdout and stderr,6
4860,read() vs read1() in asyncio.StreamReader documentation,5
4861,Add a resource for CLI tests,6
4862,Update or remove claims that distutils requires external programs,6
4863,Make pyvenv style virtual environments easier to configure when embedding Python,6
4864,"Rearrange tkinter tests, use test discovery",6
4865,Wave.py support for ulaw and alaw audio,6
4866,shutil copy* unsafe on POSIX - they preserve setuid/setgit bits,4
4867,Run Tkinter tests with wantobjects=False,6
4868,argparse: positional arguments containing - in name not handled well,5
4869,ast.parse gives wrong position (col_offset) for some BinOp-s,5
4870,ERROR: test_no_optimize_flag on Mageia Linux Cauldron x86-64 with certain configure flags,5
4871,Add to shutil the ability to wait until files are definitely deleted,6
4872,Improve display of OS exception <-> errno mapping,6
4873,argparse not including '--' arguments in previous optional REMAINDER argument,5
4874,wsgiref doesn't appear to ever set REMOTE_HOST in the environ,5
4875,ZipFile.writestr writes incorrect extended local headers,5
4876,pathlib.PurePath.parents rejects negative indexes,5
4877,Make it easy to replace print() calls with logging calls,6
4878,"disallow the ""surrogatepass"" handler for non utf-* encodings",6
4879,pdb-run-restarting-a-pdb-session,5
4880,Add pathlib.chown method,6
4881,"filecmp.cmp's ""shallow"" option",5
4882,Add a section to Windows FAQ explaining os.symlink,5
4883,unittest warnings counter,6
4884,stack smash when using ctypes/libffi to access union,1
4885,Make “install” find the build_base directory,5
4886,find_executable fails to find .bat files on win32,5
4887,Use argparse in the uu module,6
4888,move doctest test-data files into a subdirectory of Lib/test,6
4889,"add ""Name Collision"" section to argparse docs",6
4890,"argparse: subparsers, argument abbreviations and ambiguous option",5
4891,The -t option has no effect in for uu command-line,6
4893,3.3 : test_argparse.py fails 'make test',5
4894,Incomplete Python LDFLAGS and CPPFLAGS used for extension modules on posix,5
4895,Should not release GIL while running RegEnumValue,1
4896,distutils is silent about multiple -I/-L/-R,6
4897,TarFile.getmember on directory requires trailing slash iff over 100 chars,5
4899,Strict aliasing violations in Objects/unicodeobject.c,5
4900,unable to disable -r in run_tests.py,5
4901,Add alias for iso-8859-8-i which is the same as iso-8859-8,6
4902,turtle with compound shape doesn't get clicks,5
4903,is(upper/lower/title) are not exactly correct,6
4904,"Buid issues on Cygwin - _curses, _curses_panel, and _io",2
4905,mingw: setup msvcrt and _winapi modules,6
4906,mingw: ignore main program for frozen scripts,6
4907,mingw: use main() to start execution,6
4908,mingw: nt thread model detection,6
4909,Add a configure option for performance guided optimization,6
4910,Mac: Some Python Launcher issues,5
4911,Static Windows Build fails to locate existing installation,5
4912,Make re match object iterable,6
4913,argparse - CSS white-space: like control for individual text blocks,6
4914,test failures on KFreeBSD,5
4915,Make Turtle thread-safe so it does not crash,6
4916,fix_import (2to3 fixer) is not case-sensitive,5
4917,bdist_wininst uninstaller does not remove pycache directories,5
4918,distutils compiler not handling spaces in path to output/src files,5
4919,Buffer overflow when listing deeply nested directory,5
4920,mimetypes read from the registry should not overwrite standard mime mappings,5
4921,Compiling vim with Python 3.3 support fails,2
4922,_winreg.QueryValue fault while reading mangled registry values,5
4923,scriptsinstall target fails in alternate build dir,5
4924,Zipfile generates Zipfile error in zip with 0 total number of disk in Zip64 end of central directory locator,5
4925,os.path.normcase gets fooled on windows with mapped linux network drive,5
4926,Wrong Paths for distutils build --plat-name=win-amd64,5
4927,bdist_wininst builds wrongly for --plat-name=win-amd64,5
4928,--install-base option ignored?,5
4930,'python -u' yields trailing carriage return '\r'  (Python2 for Windows),5
4931,Patch: optimize code to use LIST_APPEND instead of calling list.append,6
4932,os.walk() consider some symlinks as dirs instead of non-dirs,6
4934,"TextIOWrapper(newline=""\n"", line_buffering=True) mistakenly treat \r as a newline",5
4935,Mac installer need not add things to /usr/local,6
4936,Python make issue,5
4937,Use the _functools module to speed up functools.total_ordering,7
4938,Would like Py_Initialize to play friendly with host app,6
4939,Solaris ctypes_test failures,5
4940,argparse: terminal width is not detected properly,6
4941,2.7: test_threading hangs on Solaris 9,2
4942,Merge super() guide into documentation,6
4943,webbrowser.get(command_line) does not support Windows-style path separators,5
4944,KeyboardInterrupt during Thread.join hangs that Thread,5
4945,inconsistency in list-generator comprehension with yield(-from),5
4946,Add at least minimal support for thread groups,6
4947,Make CPython test package discoverable,5
4948,_sysconfigdata broken with universal builds on OSX,5
4949,Logger.findCaller needs to be smarter,6
4951,cgitb failures,5
4952,Test harness unnecessarily disambiguating twice,6
4953,Potential Bug in errors.c,5
4954,Provide a 'print' action for argparse,6
4955,pdb raises BdbQuit on 'quit' when started with set_trace,5
4957,bdist_rpm fails when installing man pages,5
4958,distutils: clean does not use build_base option from build,5
4959,concurrent.futures.as_completed() installs waiters for already completed Futures,7
4962,unittest mock create_autospec doesn't correctly replace mocksignature,5
4963,multiprocessing.dummy.Pool does not accept maxtasksperchild argument,5
4964,enable-new-dtags only for GNU ELF linker,2
4965,argparse.RawDescriptionHelpFormatter should not delete blank lines,5
4966,distutils silently omits relative symlinks,5
4967,CROSS: append gcc library search paths,5
4968,_warnings settings are process-wide,5
4969,Windows bug picking up stdin from a pipe,5
4970,FAIL: test_create_connection (test.test_socket.NetworkConnectionNoServer),5
4971,test_shutil fails with symlinks enabled under Windows,5
4972,os.chmod() does not follow symlinks on Windows,6
4973,Add to regrtest the ability to run Lib and Doc doctests,6
4974,test_fcntl_64_bit from test_fcntl.py fails in Python 2.6.4,5
4975,The changes made for issue 4074 should be documented,6
4976,__main__.py Multiprocessing on Windows,5
4977,Clean up turtle TPen class,6
4978,make PYTHONWARNINGS variable work in libpython,6
4979,pyvenv should be installed someplace more obvious on Windows,6
4980,Deprecate stat.S_IF* integer constants,5
4981,ctypes mixed-types bitfield layout nonsensical; doesn't match compiler.,5
4982,BOM appears in stdin when using Powershell,5
4983,pdb frames accessible after the termination occurs on uncaught exception,5
4984,urllib.request documentation confusing,6
4985,2to3 should rewrite execfile() to open in 'rb' mode,5
4986,argparse: Document how to use argument names that are not Python identifiers,5
4987,trace fails when test imported a temporary file,5
4988,new formatter for argparse,6
4989,argparse should allow displaying argument default values in addition to setting a formatter class,6
4990,'tarfile.StreamError: seeking backwards is not allowed' when extract symlink,5
4992,argparse: positional args with nargs='*' defaults to [],5
4993,argparse: Issue 15906 patch; positional with nargs='*' and string default,5
4994,argparse group nesting lost on inheritance,5
4995,allow argparse subcommands to be grouped,6
4996,invalid call of Windows API _popen() generating The input	line is too long error message,5
4998,run the testsuite in batched mode,6
5000,socket.getfqdn docs are not explicit enough about the algorithm.,5
5001,subprocess should open stdin in mode w+b on windows,5
5002,Pickle and __getattr__,5
5003,include path in subprocess.Popen() file not found error messages on Windows,6
5004,Implementation of the PEP 419: Protecting cleanup statements from interruptions,6
5005,subprocess on Windows: wrong return code with shell=True,5
5006,Python with MinGW,6
5008,Several traceback docs improvements,6
5009,Extension module build fails for MinGW: missing vcvarsall.bat,2
5011,SAX parse (ExpatParser) leaks file handle when given filename input,3
5012,Assigning new values to instance of pointer types does not check validity,5
5013,Perform the same checks as PyPI for Description field,5
5015,wrong type for wintypes.BYTE,5
5016,"Structure and native Structure (LittleEndianStructure on Windows) supports __slots__, but BigEndianStructure doesn't",5
5018,msilib doesn't support multiple CAB instances in same installer,6
5021,Issue catching KeyboardInterrupt while reading stdin,5
5022,Adding T_SIZET to structmember.h,6
5023,warnings should provide a public API for accessing its option parsing code,6
5024,Interpreter crash upon accessing frame.f_restricted of a frame from a dead thread,1
5025,cookielib lacks FileCookieJar class for Safari,6
5026,expose the finder details used by the FileFinder path hook,6
5028,"MSI installer shows error message if ""Compile .py files to bytecode"" option is selected",5
5029,test_ntpath failure on Windows,5
5030,"Cross-link docs for faulthandler, traceback and pdb",6
5031,Better path handling in Idle find in files,6
5032,Real argc and argv in embedded interpreter,6
5033,refresh example in doc for Extending and Embedding,5
5034,vs version for win32 compilation of extension modules is undocumented.,6
5035,issue a warning when populating a CPython type dict with non-string keys,5
5036,io and _pyio modules require the _io module,6
5037,Crash in Windows with unknown cause,1
5038,"help(""modules"") executes module code",5
5039,Python fails to compile with VC11 ARM configuration,6
5040,Document CTRL_C_EVENT and CTRL_BREAK_EVENT usage on Windows,5
5041,unittest.main negates -bb option and programmatic warning configuration,5
5042,pybench: Cannot compare 2.x and 3.x benchmarks,5
5044,"Supressing warnings with -w  ""whether gcc supports ParseTuple""",2
5045,inspect.getsource(SomeClass) doesn't show @decorators,5
5046,Tkinter application doesn't run from source build on Windows,5
5047,Makefile.pre.in contains extra slash before $(DESTDIR) which can cause Cygwin build to fail,2
5048,Simplying Tkinter's event loop,6
5049,Distutils runtime_library_dirs broken on Windows,5
5050,_winreg.EnumValue causes MemoryError,5
5051,"For non-debug builds, the cygwinccompiler.py should define NDEBUG",5
5052,Python 2.7. Script interruption on logoff from 0 session	under Win2003 and earlier,5
5053,os.get_terminal_size() should check stdin as a fallback,5
5054,Add skip_on_windows decorator to test.support,6
5055,argparse: Allow the use of -- to break out of nargs and into subparser,6
5056,LookupError etc. need API to get the key,6
5057,Issues in Unicode HOWTO,6
5058,distutils build_ext path comparison only based on strings,5
5059,argparse: provide a simple way to get a programmatically useful list of options,6
5060,Numeric operator predecence confusing,6
5061,distutils[2] should recreate scripts in the build tree,5
5062,Can argparse._AttributeHolder._get_kwargs become a public API?,6
5063,optparse.OptionParser.get_usage uses wrong formatter,5
5065,test_gdb fails on armv7hl,5
5066,test_update2 in test_os.py invalid due to os.environ.clear() followed by reliance on environ COMSPEC,5
5068,generator objects can clear their weakrefs before being resurrected,5
5069,"on terminating, Pdb debugs itself",5
5070,Pdb debugs itself after ^C and a breakpoint is set anywhere,5
5071,readline completer could return an iterable,6
5072,Documentation for some C APIs is missing clear specification of the type of reference they return,5
5073,No way to check whether Future is finished?,5
5074,profile.Profile.calibrate can produce incorrect numbers in some circumstances,5
5076,unittest triggers UnicodeEncodeError with non-ASCII character in the docstring of the test function,5
5077,Add co_qualname attribute in code objects,6
5078,Add qualname support to types.FunctionType,6
5079,configuring --with-dbmliborder=bdb doesn't build the gdbm extension,5
5081,2to3 does not convert __builtins__.file,5
5082,wsgiref sets Content-Length: 0 on 304 Not Modified,5
5083,Constructor signatures missing in types module documentation,6
5084,Use binascii.b2a_qp/a2b_qp in email package header handling?,7
5085,urllib.request.thishost() fails on OSX 10.7,5
5086,Tkinter doesn't use higher resolution app icon,5
5087,Int tests enhancement and refactoring,6
5088,argparse.REMAINDER fails to parse remainder correctly,5
5089,bytes should be listed as built-in function for 2.7,6
5090,Modules needing PY_SSIZE_T_CLEAN,5
5091,Naming a file` io.py` causes cryptic error message,5
5092,Pass MS CRT debug flags into subprocesses,5
5093,test_gdb fails,5
5096,More test coverage for hmac,6
5097,"os.rename(src,dst) does nothing when src and dst files are hard-linked",5
5098,shlex have problems with parsing unicode,5
5099,plistlib should create non-naïve datetime objects,5
5100,"PEP 3121, 384 Refactoring applied to ctypes module",3
5101,"PEP 3121, 384 Refactoring applied to time module",3
5102,2to3 -d adds extra whitespace,5
5103,external strftime for Python?,6
5104,Various symlink test failures in test_shutil on FreeBSD,5
5105,"test_popen fails if path contains special char like "";""",5
5108,test_urllib2.test_trivial fails when run from another Windows drive,5
5109,test_pydoc has no way to regenerate pristine data,5
5111,Python symlink to script behaves unexpectedly,6
5112,Augmented assignment doc: clarify 'only evaluated once',6
5113,Mapping tests cannot be passed by user implementations,5
5114,test_structmembers fails on s390x (bigendian 64-bit): int/Py_ssize_t issue,5
5115,Distutils tries to handle null versions but fails,5
5116,Better error message for executables not found,5
5117,sdist generates bad MANIFEST on Windows,5
5118,urllib.request.FancyURLopener won't connect to pages requiring username and password,5
5119,multiprocessing leaks temporary directories pymp-xxx,5
5120,Aifc read compressed frames fix,5
5121,Don’t fail silently if ext_modules use absolute paths,5
5123,Increase test coverage for pstats.py,6
5124,shutil.move raises OSError when copystat fails,5
5125,Embedding-Python example code from documentation crashes,1
5126,tzinfo subclasses information,5
5127,test_long.test_nan_inf() failed on OpenBSD (powerpc),5
5128,distutils.core.setup - data_files misbehaviour ?,5
5129,New sequences for Unicode groups and block ranges needed,6
5130,test_shutil cross-file-system tests are fragile (may not test what they purport to test),5
5131,sporadic test_unittest failure,5
5132,Sending a zero-length UDP packet to asyncore invokes handle_close(),5
5133,do_mkvalue and 'boolean',6
5134,Unsigned type in mmap_move_method,5
5135,"""python setup.py cmd --verbose"" does not set verbosity",5
5136,TextTestRunner methods are not documented,5
5137,test_ctypes fails in test_ulonglong on sparc buildbots,5
5138,Memory allocation fault-injection?,6
5139,test_smtplib is flaky,5
5140,Implement a CSP-style channel,6
5141,There ought to be a way for extension types to associate documentation with their tp_new or tp_init methods,6
5142,shutil.chown should support dir_fd and follow_symlinks keyword arguments,6
5143,Add exception logging function to syslog module,6
5144,"non-standard processing of several configure options ignores ""=no""",5
5145,pygettext: extract translators comments,6
5146,use universal newline mode in csv module examples,6
5147,itertools fixer fails,5
5149,Shebang line fixer for 2to3,6
5150,Add optional argument to Semaphore.release for releasing multiple threads,6
5151,timeout with exit code 0 while re-running failed tests,5
5152,--with-tsc crashes on ppc64,1
5153,Provide accelerators for all buttons in Windows installers,6
5154,warnings.simplefilter should validate input,6
5155,failfast argument to TextTestRunner not documented,5
5156,zip fixer fails on zip()[:-1],5
5157,NIS module cant handle multiple NIS map entries for the same GID,5
5158,Reversing an encoding with unicode-escape returns a different result,5
5159,Keepends param in codec readline(s),5
5160,configure does not create accurate Makefile on AIX,5
5161,Returning FILETIME is unsupported in msilib.SummaryInformation.GetProperty(),6
5163,"textwrap doesn't linebreak on ""\n""",6
5164,DeprecationWarning message applies to wrong context with exec(),6
5165,mmap enhancement - resize with sequence notation,6
5166,tarfile should expose supported formats,6
5167,extend captured_output to simulate different stdout.encoding,6
5168,Provide Python implementation of operator.compare_digest(),6
5169,print statement delayed IOError when stdout has been closed,5
5170,multiprocessing JoinableQueue's join function with timeout,6
5171,"Example in section 5.3 ""Pure Embedding"" doesn't work.",5
5173,winreg:fixupMultiSZ should check that P < Q in the inner loop,5
5174,Improve argparse usage/help customization,6
5175,The inittab modules cannot be packages,6
5176,distutils test_config_cmd failure on Solaris,5
5177,handle_close called twice in poll2,5
5178,bsddb3 intermittent test failures,5
5179,Building _testcapimodule as a builtin results in compile error,2
5181,platform.linux_distribution() doesn't recognize Amazon Linux,6
5182,Output of help(...) is wider than 80 characters,5
5186,Uncaught comprehension SyntaxError eats up all memory,6
5187,os.execvp[e] on win32 fails for current directory,5
5189,Adding a syslog.conf reader in syslog,6
5190,Improvements to socket module exceptions,6
5191,"UnixCCompiler always uses compiler_so, not compiler",5
5193,Proposal for exposing proxy bypass settings in ProxyHandler,6
5194,can't change the sizeof a Structure that doesn't own its buffer,6
5195,cookielib.CookieJar.make_cookies fails for cookies with 'expires' set,5
5196,next fixer fooled by trailing characters,5
5197,Clarify requirements for file-like objects,6
5198,xmlrpclib.ServerProxy with verbosity produces bad output,6
5199,"tempfile.py"", line 83,	in <module> once_lock = _allocate_lock() thread.error: can't allocat lock",5
5200,help() on enum34 enumeration class creates only a dummy documentation,5
5201,Make TestCase._formatMessage public,6
5202,urllib2 digest authentication doesn't work when connecting to a Catalyst server.,5
5204,Python C/API Execution namespace undocumented. (patch included),5
5205,PyErr_PrintEx exits silently when passed SystemExit exception,5
5206,Default traceback does not handle PEP302 loaded modules,5
5208,__getitem__ and __setitem__ try to be smart when invoked with negative slice indices,5
5210,Warn against using requires/provides/obsoletes in setup.py,6
5212,Menu deletecommand fails if command is already deleted,5
5213,Add a function for updating URL query parameters,6
5215,singledispatch docs should explicitly mention support for abstract base classes,6
5216,CGIHTTPServer support for arbitrary CGI scripts,6
5217,"bug in 2to3 dealing with ""print FOO,"" followed by ""sys.stdout.write('')""",5
5218,BSDDB license missing from liscense page in 2.7.,6
5219,Tkinter does not find font,5
5221,PEP 3121 refactoring applied to audioop module,3
5222,Make it easy to create a new TextIOWrapper based on an existing,6
5228,Windows cmd.exe character escaping function,6
5231,"compile error on HP-UX 11.22 ia64 - 'mbstate_t' is used	as a type, but has not been defined as a type",2
5232,"Add missing tests for FlushKey, LoadKey, and SaveKey in winreg",5
5234,"In str.format an incorrect error message for list, tuple, dict, set",5
5235,socket.sendfile() should use TransmitFile on Windows,6
5236,smtplib: support for IDN (international domain names),6
5239,imghdr.what should take one argument,6
5240,Calendar Problem with Windows (XP),2
5241,Confusing error message when initialising type inheriting object.__init__,5
5242,Integer overflow in socketmodule,5
5243,cgi.py: Multipart with more than one file is misparsed,5
5244,"Confusing ""see also"" for generic C-level __init__ methods in help output",6
5246,read stuck with multithreading and simultaneous subprocess.Popen,5
5249,Argparse exceptions should include which argument has a problem,6
5250,"PEP 3121, 384 Refactoring applied to signal module",3
5251,"__m128, can't build 3.4.1 with intel 14.0.0",2
5253,Add a help() viewer for IDLE's Shell.,5
5254,urllib urlopener leaves open sockets for FTP connection,3
5255,ld_so_aix not used when linking c++ (scipy),2
5256,argparse add_mutually_exclusive_group should accept existing arguments to register conflicts,6
5257,Argparse does not propagate HelpFormatter class to subparsers,5
5258,'!s' formatting documentation bug,5
5260,cannot create multipart alternative message with us-ascii charset,1
5261,test___all_ + test_tcl fails (Windows installed binary),5
5262,"AIX, crash loading shared module into another process than python like operator.so results in 0509-130",1
5263,Import error with embedded python on AIX 6.1,5
5264,Cannot run gui tests twice.,5
5265,Installer for mac doesn't store the installation location,5
5268,Help for ImportError should show a more useful signature.,6
5269,pydoc doesn't find all module doc strings,5
5270,argparse has problem parsing option files containing empty rows,1
5271,configparser accepts keys beginning with comment_chars when writing,5
5272,support multi-line docstring signatures in IDLE calltips,6
5273,Segv during call to builtin_execfile in application embedding Python interpreter.,1
5274,Improve indexing of syntax symbols,6
5275,os.statvfs() not working well with unicode paths,5
5276,Add Python implementation of the tar utility,6
5277,Inconsistent behavior in pdb when pressing Ctrl-C,5
5278,OS X test for Tk availability in runtktests.py doesn't work,5
5279,Declaration of EVP_MD_CTX causes crash when switching between OpenSSL 0.9 and 1.0,1
5280,"pdb ""args"" crashes when an arg is not printable",6
5281,try to use hashtable in pickle,6
5282,Loading -OO bytecode files if -O was requested can lead to problems,5
5283,Unloading docstrings from memory if -OO is given,6
5284,assertGdbRepr depends on hash randomization / endianess,5
5286,"PATH_MAX vs MAXPATHLEN vs pathconf(..., _PC_PATH_MAX).",2
5287,cannot decode from or encode to big5 \xf9\xd8,5
5288,Allowing to pass pathlib.Path object in mimetypes.guess_type function,6
5289,Tkinter + OSX + Spaces : Multiple file dialogues created,5
5290,subprocess: move shell arguments to a separate keyword param,6
5291,C API PyArg_ParseTuple doc is innacurate,6
5292,HPUX: Unable to fork() in thread,5
5293,multiprocessing.Queue does not order objects,5
5294,SocketServer should set SO_REUSEPORT along with SO_REUSEADDR when present,5
5295,Python 64-bit build on HP Itanium - Executable built successfully but modules failed with HP Compiler,2
5296,panel.h is not found even if it's installed on various flavours of SUSE,2
5297,BASECFLAGS are not passed to module build line,5
5298,Improve ./configure's support for 32/64-bit debug|release|profiled builds w/ vendor (non-gcc) compilers	on proprietary UNIX systems (Solaris/HP-UX/AIX et al).,6
5299,./configure --with-pydebug on FreeBSD results in -O2 -pipe eventually ending up in CFLAGS.,5
5302,"PEP 3121, 384 Refactoring applied to random module",3
5303,2.7.2 64-bit Windows library has __impt_Py* for several symbols instead of __imp__Py*,2
5304,test_bufio failures on Win64 buildbot,5
5305,"PyOS_Readline: treatment of ""1234EOF""; behavior of builtin_raw_input",5
5307,Online docs: make index search always available.,6
5308,wave.py: add writesamples() and readsamples(),6
5309,get_versions() in cygwinccomiler.py cannot return correct gcc version,2
5310,Add a key parameter to PriorityQueue,6
5311,NUL bytes in commented lines,5
5312,subprocess line-buffering only works in universal newlines mode,5
5313,argparse subparser usage message hides main parser usage,6
5314,test_multiprocessing is broken by design,5
5315,Context of documentation for conditional expressions,5
5316,Recognize -pthread,6
5317,Support of RPM subpackages in distutils,6
5318,relative symlinks in tarfile.extract broken (windows),5
5319,inspect.findsource raises IndexError,5
5320,CPython setup.py problems,5
5321,dbmmodule inquiry function is performance prohibitive,7
5322,improve documentation indexing,6
5324,Unclear language in __main__ description,5
5326,setup.py check - should fail and retrun a non 0 exit code,5
5327,cElementTree's Element creation handles attrib argument different from ET,5
5329,Python 3.4+ interpreter built on/with OS X 10.7 deployment target segfaults on 10.8+,1
5330,shutil.make_archive should recognize extensions in filenames,6
5331,DEBUGGING: Simultaneous stopping of all threads on breakpoint and switching between threads,6
5332,put opcode information in one place,6
5334,Enhance obmalloc allocation strategy,3
5335,Document that unittest.TestCase.__init__ is called once per test,6
5336,time.sleep (floatsleep()) should use clock_nanosleep() on Linux,5
5337,test_grp & test_pwd fail,5
5339,C API in debug fails,5
5340,"sys.path is incorrect when prefix is """"",5
5342,Standard library trace module crashes with exception,5
5343,Attaching a PropertyMock records calls,5
5344,Preserve original representation for integers / floats in docstrings,6
5345,sdist fails with symbolic links do non-existing files,5
5347,urllib2 does not download 4 MB file completely using ftp,5
5348,smtplib Sends Commands in Lower-Case,6
5349,Better support for AF_PACKET on opensolaris (illumos),2
5351,"Traceback display code can attempt to open a file named ""<stdin>""",5
5352,urlencode should accept iterables of pairs,6
5353,unicode format does not really work in Python 2.x,5
5354,xml.etree.ElementTree.ElementTree.write attribute sorting,6
5355,nice to have a way to tell if a socket is bound,6
5356,CGIHTTPServer does not chdir prior to executing the CGI script,6
5357,Provide args and kwargs attributes on mock call objects,5
5358,"ConfigParser allows ""get(*, raw=True), but no corresponding ""set(*, raw=True)""",6
5359,removing pythonXY.zip from sys.path results in additional test failures,6
5360,Add a new PyLong_AsUnsignedLongAndOverflow function,6
5361,Efficient reverse line iterator,7
5362,Improve os.rename documentation and tests,6
5364,Windows registry path not ignored with -E option,5
5365,Add match parameter to filecmp.dircmp to ignore using patterns,6
5366,"Standard type codes for array.array, same as struct",6
5368,doctest cause warnings in tests using generators,5
5369,None float format: incomplete documentation,6
5370,statistics.pvariance with known mean does not work as expected,5
5371,Doctest capture only AssertionError but not printed text,6
5372,Document that distutils doesn't support out-of-source builds,6
5373,Can't add files with spaces under bdist_rpm,5
5374,Speed up threading.Condition wakeup,7
5375,Daily/weekly ABI scan?,6
5377,argparse.FileType opens a file and never closes it,5
5378,Encoding str to IDNA with ellipsis decomposes to empty labels,5
5380,"When interrupted during startup, Python should not call abort() but exit()",1
5381,Idle: use pipes instead of sockets to talk with user subprocess,5
5382,imp.frozen_init() incorrectly removes module during reload,5
5383,"csv.Sniffer.snif doesn't set up the dialect properly for a csv created with dialect=csv.excel_tab and containing quote ("") char",5
5385,test_xmlrpc waits forever instead of reporting failure,5
5386,PyArg_ParseTupleAndKeywords doesn't take const char *keywords[],3
5392,previous trace function still invoked after sys.settrace(),5
5394,"if check_hostname is true, context can't be used for server purposes",5
5395,trace: $prefix and $exec_prefix improperly replaced on Fedora,5
5396,_sre.SRE_Scanner object should have a fullmatch() method,6
5397,Add to unittest.TestCase support for using context managers,6
5398,Confusing statement about unicode strings in tutorial introduction,6
5399,test_startup_imports fails in test_site when executed inside venv,5
5400,XML File I/O Misbehavior with open() when the flag is 'r+',5
5401,behavioral differences between shutil.unpack_archive and ZipFile.extractall,5
5403,distutils.extension.read_setup_file misinterprets -C switch,5
5404,upload: improve display for error messages from gpg,5
5406,sys.argv docs should explaining how to handle encoding issues,6
5407,sys.executable default and altinstall,5
5410,Missing symbols in Python27.lib (Windows 64bit),2
5413,smtplib doesn't clear helo/ehlo flags on quit,5
5414,distutils: fix build_ext check to find whether we're building Python or not,2
5416,Build fails when there are no shared extensions to be built,2
5417,distutils build_ext.get_outputs returns wrong result,5
5418,[patch] Add 2to3 support for displaying warnings as Python comments,6
5421,fix_import in 2to3 adds spurious relative import (windows),5
5422,reversed() does not work with weakref.proxy of sequences,5
5424,bdist_msi does not deal with pre-release version,6
5425,distutils: build should use a version-specific build directory,5
5426,bdist_msi: add support for minimum Python version for pure Python projects,6
5427,distutils check command: warn if license is specified in both the License and Classifier metadata fields,6
5428,Add MSI suport for uninstalling individual versions,6
5429,bdist_msi and bdist_wininst are missing an uninstaller icon,6
5430,mingw/cygwin do not accept asm file as extension source,6
5431,distutils argument parsing is bogus,6
5432,Add support for mingw64 compiler,6
5433,distutils should preserve +x bit on data files,5
5434,distutils should respect the LIBS configure env var,5
5435,setup.py install --dry-run option doesn't work,5
5436,bdist_wininst installers should warn if target dir is read-only,1
5437,distutils dry-run breaks when attempting to bytecompile,5
5438,Missing dependency in distutils build,5
5439,Change required to sysconfig.py for Python 2.7.2 on OS/2,2
5440,Unhelpful error message when a distutils package install fails due to a permissions error,5
5441,distutils build_ext fails to set library_dirs in 2.7.2 on Linux,2
5442,run_setup() behavior differs from cli invocation of setup.py,5
5443,distutils.core.Extension: empty strings in library_dirs and include_dirs should not be allowed,5
5445,instantiating and populating xml.dom.minidom.Element is cumbersome,6
5446,FUD in documentation for urllib.urlopen(),5
5447,Support different contexts in multiprocessing,6
5448,codecs.open() + eol (windows),5
5449,Wrong struct members name for spwd module,5
5451,datetime.time support for '+' and '-',6
5452,urllib2/urllib.parse.splitport does not handle IPv6 correctly,5
5453,pulldom cannot handle xml file with large external entity properly,3
5454,distutils.msvccompiler - flags are hidden inside initialize(),6
5455,"""mmap.flush()"" is always synchronous, hurting performance",6
5456,"datetime argument handling inconsistent; should accept logical integers, not coercible values",5
5457,"Cache constant ""slice"" instances",7
5458,ipaddress network subnets() method should return object with __getitem__,6
5459,"ipaddress ""is_private"" and ""is_global"" are insufficiently documented and is_global probably has a bug",5
5461,wave file module does not support 32bit float format,6
5462,Improved roundrobin itertools recipe,7
5464,struct.pack_into writes 0x00 for pad bytes,5
5465,Multiprocessing: Expose underlying pipe in queues,6
5466,Incorrect behaviour of super() in a metaclass-created subclass,5
5468,Add sorting helpers for collections containing None values,6
5469,Charset.header_encode in email.charset doesn't take a maxlinelen argument and has inconsistent behavior with different encodings,5
5470,Squeezer - squeeze large output in the interpreter,6
5471,Roundtrip-test tokenize.untokenize(iterable_of_5_tuples),5
5472,tokenize.untokenize first token missing failure case,5
5473,Fix Tkinter Tcl-commands memory-leaks,5
5474,Make inspect agnostic about whether functions are implemented in Python or C,5
5475,test_time error on AIX,5
5477,Change in expectedFailure breaks testtools,5
5478,distutils.extension.Extension with empty 'sources' list,5
5479,untokenize returns a string if no encoding token is recognized,5
5481,"Could method ""isinstance"" take a list as parameter?",6
5482,Docs: mark deprecated items in the TOC,6
5483,inspect module bug for modules with same filename,5
5484,Missing documentation for argparse.ArgumentTypeError,6
5485,tracing and tests that raise an exception in a SIGALRM handler,5
5486,Manager documentation unclear about lists and thread safeness,6
5487,Run test_htmlparser with unbuffered source,5
5488,pstats - allow stats sorting by cumulative time per call and total time per call,6
5489,"Add io.BinaryTransformWrapper and a ""transform"" parameter to open()",6
5491,"WSGI, cgi.FieldStorage incompatibility",5
5492,tokenize module happily tokenizes code with syntax errors,5
5493,multiple inheritance + C extension = possibly unexpected __base__,5
5495,unittest loader barfs on symlinks,5
5496,[PATCH] Debuggers need a way to change the locals of a frame,6
5497,format error messages should provide context information,5
5498,pyexpat build failure on Solaris 10 for 2.6.1/2.6.2,2
